[0, 191, 2516, 'L', 116, 143, 464, 193.06132340431213, -1]; 
[0, 226, 429, 'L', 108, 24, 339, 192.04125475883484, -1]; 
[0, 236, 356, 'L', 2, 63, 356, 226.49077010154724, 1]; 
[0, 21, 2600, 'L', 9, 147, 554, 189.05301809310913, -1]; 
[0, 218, 2596, 'L', 0, 110, 936, 229.64031505584717, 1]; 
[0, 216, 2691, 'L', 74, 158, 461, 199.45791602134705, -1]; 
[0, 207, 2609, 'L', 0, 124, 355, 204.49171447753906, 0]; 
[0, 227, 2599, 'L', 58, 167, 234, 157.41107988357544, -1]; 
[175, 21, 2558, 'R', 78, 20, 304, 206.7721128463745, 0]; 
[169, 26, 2478, 'R', 105, 159, 984, 167.30960154533386, -1]; 
[0, 26, 2698, 'R', 117, 115, 706, 167.54231762886047, -1]; 
[0, 20, 2701, 'R', 142, 56, 717, 167.73107838630676, -1]; 
[0, 24, 476, 'R', 0, 21, 726, 207.75523400306702, 0]; 
[0, 18, 475, 'L', 39, 13, 324, 184.77250504493713, -1]; 
